Ticker,Date,Revenue,NetIncome,EBITDA,TotalDebt,TotalAssets,TotalEquity,SharesOutstanding,EPS,BookValuePerShare
DIS,2024-12-31,24690000000.0,2554000000.0,5423000000.0,45308000000.0,197046000000.0,101933000000.0,1810940032,1.4103172688602863,56.28734149049945
DIS,2025-03-31,23621000000.0,3275000000.0,4882000000.0,42889000000.0,195833000000.0,104339000000.0,1807789952,1.8116042720432155,57.716329203272394
DIS,2025-06-30,23650000000.0,5262000000.0,4981000000.0,42263000000.0,196612000000.0,109145000000.0,1797750016,2.9269920473748448,60.71200057216409
DUK,2023-12-31,,,,,,,770712000,,
DUK,2024-03-31,,,,,,,771459968,,
DUK,2024-06-30,7172000000.0,900000000.0,3461000000.0,83374000000.0,181575000000.0,49707000000.0,771769024,1.166152011822646,64.40657561296474
DUK,2024-09-30,8154000000.0,1281000000.0,4017000000.0,85024000000.0,183566000000.0,49133000000.0,772201984,1.6588923967333395,63.62713515120935
DUK,2024-12-31,7360000000.0,1205000000.0,3836000000.0,85230000000.0,186343000000.0,50126000000.0,772481984,1.5599069298165018,64.88953922322155
DUK,2025-03-31,8249000000.0,1379000000.0,4177000000.0,87481000000.0,187476000000.0,50670000000.0,777022016,1.774724488630191,65.21050749738345
DUK,2025-06-30,7508000000.0,984000000.0,3992000000.0,88453000000.0,189713000000.0,50891000000.0,777257024,1.265990489138378,65.4751239662004
EMR,2023-12-31,,,,,,,571523968,,
EMR,2024-03-31,,,,,,,571699968,,
EMR,2024-06-30,4380000000.0,329000000.0,928000000.0,10766000000.0,45585000000.0,20799000000.0,574956992,0.5722167128632815,36.174879668216995
EMR,2024-09-30,4619000000.0,996000000.0,1271000000.0,8198000000.0,44246000000.0,21636000000.0,576078976,1.7289296112066412,37.55735046994668
EMR,2024-12-31,4175000000.0,585000000.0,1210000000.0,7623000000.0,42610000000.0,20490000000.0,569574976,1.0270816392045987,35.97419279880723
EMR,2025-03-31,4432000000.0,485000000.0,1099000000.0,14851000000.0,41978000000.0,19249000000.0,563900032,0.86008152593969,34.13548307796514
EMR,2025-06-30,4553000000.0,586000000.0,1201000000.0,14869000000.0,42517000000.0,19870000000.0,562499968,1.0417778370433617,35.32444645401296
FDX,2023-11-30,,,,,,,251420000,,
FDX,2024-02-29,,,,,,,249892992,,
FDX,2024-05-31,22109000000.0,1474000000.0,3317000000.0,37719000000.0,87007000000.0,27582000000.0,246080992,5.989897830060763,112.08504881189684
FDX,2024-08-31,21579000000.0,794000000.0,2286000000.0,37765000000.0,86711000000.0,27176000000.0,244963008,3.2413057240054792,110.93919944026814
FDX,2024-11-30,21967000000.0,741000000.0,2441000000.0,37274000000.0,85481000000.0,26460000000.0,244904992,3.0256631110238863,108.04189732482055
FDX,2025-02-28,22160000000.0,909000000.0,2537000000.0,37031000000.0,85043000000.0,26708000000.0,240851008,3.7741174826222856,110.89013171163477
FDX,2025-05-31,22220000000.0,1648000000.0,3230000000.0,37416000000.0,87627000000.0,28074000000.0,239599008,6.878158694212957,117.17076892071272
GD,2023-12-31,,,,,,,272896992,,
GD,2024-03-31,,,,,,,274368000,,
GD,2024-06-30,11976000000.0,905000000.0,1373000000.0,11119000000.0,55442000000.0,22036000000.0,274364000,3.2985377090288814,80.31665962006677
GD,2024-09-30,11671000000.0,930000000.0,1399000000.0,11167000000.0,57312000000.0,22973000000.0,275107008,3.3805027605839832,83.50568808483425
GD,2024-12-31,13338000000.0,1148000000.0,1800000000.0,10676000000.0,55880000000.0,22063000000.0,274968992,4.175016214191889,80.23813826978716
GD,2025-03-31,12223000000.0,994000000.0,1491000000.0,11507000000.0,56580000000.0,22225000000.0,270351008,3.6767016603836744,82.20794205435328
GD,2025-06-30,13041000000.0,1014000000.0,1528000000.0,10619000000.0,56888000000.0,23580000000.0,268996000,3.7695727817514015,87.65929604901189
GE,2023-12-31,,,,,,,1088390016,,
GE,2024-03-31,,,,,,,1093270016,,
GE,2024-06-30,9093000000.0,1266000000.0,1978000000.0,19673000000.0,123190000000.0,18598000000.0,1094610048,1.1565762641345678,16.99052556111745
GE,2024-09-30,9842000000.0,1852000000.0,2457000000.0,19922000000.0,126698000000.0,18874000000.0,1084310016,1.7079986098735809,17.40646099500754
GE,2024-12-31,10811000000.0,1899000000.0,2815000000.0,19273000000.0,123140000000.0,19342000000.0,1082290048,1.754612826302178,17.87136455309991
GE,2025-03-31,9934000000.0,1978000000.0,2754000000.0,19571000000.0,124123000000.0,19251000000.0,1074300032,1.8411988653836324,17.919575003791863
GE,2025-06-30,11022000000.0,2028000000.0,2858000000.0,18887000000.0,125256000000.0,19135000000.0,1066390016,1.9017432361257216,17.943716382280908
GILD,2023-12-31,,,,,,,1246040064,,
GILD,2024-03-31,,,,,,,1245769984,,
GILD,2024-06-30,6953000000.0,1614000000.0,2984000000.0,23350000000.0,53579000000.0,18281000000.0,1245849984,1.2955010801685736,14.673516261810216
GILD,2024-09-30,7545000000.0,1253000000.0,1884000000.0,23249000000.0,54525000000.0,18474000000.0,1244989952,1.0064338254193397,14.83867397509727
GILD,2024-12-31,7569000000.0,1783000000.0,3109000000.0,26711000000.0,58995000000.0,19330000000.0,1246269952,1.4306691717461868,15.5102832809051
GILD,2025-03-31,6667000000.0,1315000000.0,2605000000.0,24952000000.0,56434000000.0,19162000000.0,1246630016,1.0548438455054816,15.371040127434249
GILD,2025-06-30,7081000000.0,1960000000.0,3374000000.0,24946000000.0,55721000000.0,19675000000.0,1243929984,1.5756513832855723,15.816806615379408
GM,2023-12-31,,,,,,,1369479936,,
GM,2024-03-31,,,,,,,1154429952,,
GM,2024-06-30,47968000000.0,2933000000.0,7335000000.0,126436000000.0,282956000000.0,68633000000.0,1145149952,2.5612366265898423,59.93363566066848
GM,2024-09-30,48756000000.0,3056000000.0,6795000000.0,127851000000.0,289289000000.0,70935000000.0,1165030016,2.6231083817843883,60.88684327940955
GM,2024-12-31,47702000000.0,-2961000000.0,891000000.0,130693000000.0,279761000000.0,63072000000.0,1099600000,-2.6927973808657693,57.3590396507821
GM,2025-03-31,44020000000.0,2784000000.0,6658000000.0,132678000000.0,282104000000.0,64372000000.0,995001984,2.79798437065227,64.6953483863606
GM,2025-06-30,47122000000.0,1895000000.0,5614000000.0,135731000000.0,289384000000.0,66363000000.0,961435008,1.9710120644993196,69.02494650995692
GOOG,2023-12-31,,,,,,,12455300096,,
GOOG,2024-03-31,,,,,,,12386700288,,
GOOG,2024-06-30,84742000000.0,23619000000.0,31326000000.0,27801000000.0,414770000000.0,300753000000.0,12312800256,1.9182476373309567,24.4260439337058
GOOG,2024-09-30,88268000000.0,26301000000.0,35745000000.0,26922000000.0,430266000000.0,314119000000.0,12116200448,2.170730016631696,25.9255367512388
GOOG,2024-12-31,96469000000.0,26536000000.0,36501000000.0,25461000000.0,450256000000.0,325084000000.0,12190499840,2.1767770270525677,26.666995141029428
GOOG,2025-03-31,90234000000.0,34540000000.0,46310000000.0,23564000000.0,475374000000.0,345267000000.0,12115800064,2.850822877362398,28.49725137227223
GOOG,2025-06-30,96428000000.0,28196000000.0,39192000000.0,35559000000.0,502053000000.0,362916000000.0,12144499712,2.32170947084296,29.883157693305563
GOOGL,2023-12-31,,,,,,,12567600128,,
GOOGL,2024-03-31,,,,,,,12472099840,,
GOOGL,2024-06-30,84742000000.0,23619000000.0,31326000000.0,27801000000.0,414770000000.0,300753000000.0,12395899904,1.9053880866187416,24.262296592355575
GOOGL,2024-09-30,88268000000.0,26301000000.0,35745000000.0,26922000000.0,430266000000.0,314119000000.0,12214099968,2.1533309919606514,25.71773612652325
GOOGL,2024-12-31,96469000000.0,26536000000.0,36501000000.0,25461000000.0,450256000000.0,325084000000.0,12282999808,2.160384304713326,26.466173172800232
GOOGL,2025-03-31,90234000000.0,34540000000.0,46310000000.0,23564000000.0,475374000000.0,345267000000.0,12251599872,2.819223641064075,28.181380685560804
GOOGL,2025-06-30,96428000000.0,28196000000.0,39192000000.0,35559000000.0,502053000000.0,362916000000.0,11822799872,2.384883471365927,30.696282093000313
GS,2023-12-31,,,,,,,326112000,,
GS,2024-03-31,,,,,,,326033984,,
GS,2024-06-30,12731000000.0,3043000000.0,,336646000000.0,1653313000000.0,119463000000.0,322463008,9.436741345537532,370.4704013677128
GS,2024-09-30,12699000000.0,2990000000.0,,351304000000.0,1728080000000.0,121200000000.0,317968000,9.403461983595834,381.1704322447542
GS,2024-12-31,13869000000.0,4111000000.0,,342555000000.0,1675972000000.0,121996000000.0,313910016,13.096109682591331,388.63366500545175
GS,2025-03-31,15062000000.0,4738000000.0,,360740000000.0,1766181000000.0,124300000000.0,319131008,14.846567338263789,389.4952132009686
GS,2025-06-30,14583000000.0,3723000000.0,,372977000000.0,1785009000000.0,124096000000.0,306840992,12.133320179071772,404.4309699011793
HD,2024-01-31,,,,,,,995262016,,
HD,2024-04-30,36418000000.0,3600000000.0,5973000000.0,51011000000.0,79230000000.0,1820000000.0,991030976,3.6325807035117337,1.8364713556642651
HD,2024-07-31,43175000000.0,4561000000.0,7538000000.0,64612000000.0,96846000000.0,4420000000.0,991614016,4.599571936667744,4.457379513280296
HD,2024-10-31,40217000000.0,3648000000.0,6443000000.0,63378000000.0,97264000000.0,5786000000.0,993292992,3.6726323747182943,5.825068782927646
HD,2025-01-31,39704000000.0,2997000000.0,5534000000.0,62290000000.0,96119000000.0,6640000000.0,993363008,3.017023963912294,6.684364070863408
HD,2025-04-30,39856000000.0,3433000000.0,6151000000.0,61291000000.0,99157000000.0,7955000000.0,993928000,3.453972521148413,8.00359784612165
HON,2023-12-31,,,,,,,659251008,,
HON,2024-03-31,,,,,,,652182016,,
HON,2024-06-30,9577000000.0,1544000000.0,2533000000.0,27932000000.0,69329000000.0,16947000000.0,651185984,2.3710584041071745,26.02482304041728
HON,2024-09-30,9728000000.0,1413000000.0,2478000000.0,30829000000.0,73492000000.0,17406000000.0,649670976,2.174947091987683,26.79202341340242
HON,2024-12-31,10088000000.0,1285000000.0,2212000000.0,32225000000.0,75196000000.0,18619000000.0,650246976,1.9761722044517436,28.63373562232453
HON,2025-03-31,9822000000.0,1449000000.0,2544000000.0,32832000000.0,75218000000.0,17463000000.0,649918976,2.229508682633079,26.86950319173324
HON,2025-06-30,10352000000.0,1570000000.0,2605000000.0,36512000000.0,78419000000.0,16095000000.0,643257024,2.4407040132063913,25.02110260672412
IBM,2023-12-31,,,,,,,913118976,,
IBM,2024-03-31,,,,,,,916745024,,
IBM,2024-06-30,15769000000.0,1834000000.0,3801000000.0,59839000000.0,133848000000.0,24026000000.0,918603008,1.996509900389963,26.154932860833828
IBM,2024-09-30,14967000000.0,-330000000.0,895000000.0,60126000000.0,134339000000.0,24448000000.0,921148032,-0.3582486077547197,26.540793825416326
IBM,2024-12-31,17553000000.0,2914000000.0,4843000000.0,58396000000.0,137175000000.0,27307000000.0,924644992,3.1514797843624724,29.53241539862252
IBM,2025-03-31,14541000000.0,1055000000.0,2790000000.0,66835000000.0,145667000000.0,26880000000.0,927264000,1.1377558063291575,28.988508127135315
IBM,2025-06-30,16977000000.0,2194000000.0,4372000000.0,67719000000.0,148585000000.0,27509000000.0,929396992,2.3606704335018978,29.598761602189477
INTC,2023-12-31,,,,,,,4216000000,,
INTC,2024-03-31,,,,,,,4228000000,,
INTC,2024-06-30,12833000000.0,-1610000000.0,859000000.0,53029000000.0,206205000000.0,115229000000.0,4258259968,-0.3780887057386911,27.060113958735176
INTC,2024-09-30,13284000000.0,-16639000000.0,-5226000000.0,50236000000.0,193542000000.0,99532000000.0,4358020096,-3.8180181902493,22.83881161799948
INTC,2024-12-31,14260000000.0,-126000000.0,3480000000.0,50011000000.0,196485000000.0,99270000000.0,4312999936,-0.0292140046069316,23.016462201032596
INTC,2025-03-31,12667000000.0,-821000000.0,2387000000.0,50151000000.0,192242000000.0,99756000000.0,4360589824,-0.1882772820046832,22.87672173405503
INTC,2025-06-30,12859000000.0,-2918000000.0,471000000.0,50757000000.0,192520000000.0,97883000000.0,4418469888,-0.6604096155379299,22.15314407049321
INTU,2024-01-31,,,,,,,279985984,,
INTU,2024-04-30,6737000000.0,2389000000.0,3330000000.0,6498000000.0,31560000000.0,18757000000.0,280263008,8.52413601441115,66.92642077116363
INTU,2024-07-31,3184000000.0,-20000000.0,128000000.0,6567000000.0,32132000000.0,18436000000.0,279547008,-0.0715443178701451,65.94955221269977
INTU,2024-10-31,3283000000.0,197000000.0,474000000.0,6781000000.0,33193000000.0,18136000000.0,280292000,0.7028384684543262,64.70395159333837
INTU,2025-01-31,3963000000.0,471000000.0,830000000.0,6892000000.0,31682000000.0,17949000000.0,279916992,1.68264168829022,64.12258102573495
INTU,2025-04-30,7754000000.0,2820000000.0,3953000000.0,7087000000.0,36593000000.0,20125000000.0,280433984,10.055842590033595,71.76377025688869
ISRG,2023-12-31,,,,,,,352072000,,
ISRG,2024-03-31,,,,,,,354448992,,
ISRG,2024-06-30,2009900000.0,526900000.0,679100000.0,,16649900000.0,14708300000.0,354705984,1.4854556273851869,41.46617385513293
ISRG,2024-09-30,2038100000.0,565100000.0,693500000.0,,17743400000.0,15583300000.0,355353984,1.5902452918608618,43.852892331720696
ISRG,2024-12-31,2413500000.0,685700000.0,859600000.0,,18743200000.0,16433700000.0,356179008,1.9251555667199791,46.13887857197918
ISRG,2025-03-31,2253400000.0,698400000.0,719000000.0,,19220400000.0,17106400000.0,358275008,1.9493405468014111,47.74656232789757
ISRG,2025-06-30,2440000000.0,658400000.0,898700000.0,,20163200000.0,17845700000.0,358417984,1.8369613953299844,49.79019133147069
JNJ,2023-12-31,,,,,,,2407280128,,
JNJ,2024-03-31,,,,,,,2409779968,,
JNJ,2024-06-30,22447000000.0,4686000000.0,7800000000.0,41491000000.0,181088000000.0,71538000000.0,2423520000,1.9335511982570808,29.518221429986134
JNJ,2024-09-30,22471000000.0,2694000000.0,5377000000.0,35751000000.0,178287000000.0,70158000000.0,2407239936,1.1191240057592664,29.14458129029644
JNJ,2024-12-31,22520000000.0,3431000000.0,5920000000.0,36634000000.0,180104000000.0,71490000000.0,2407620096,1.4250587149111418,29.693222829786514
JNJ,2025-03-31,21893000000.0,10999000000.0,15607000000.0,52252000000.0,193671000000.0,78109000000.0,2409850112,4.564184280686084,32.412389306310516
JNJ,2025-06-30,23743000000.0,5537000000.0,8742000000.0,50761000000.0,193389000000.0,78473000000.0,2406070016,2.301263040219026,32.61459536844999
JPM,2023-12-31,,,,,,,2891010048,,
JPM,2024-03-31,,,,,,,2880369920,,
JPM,2024-06-30,42068000000.0,18149000000.0,,441336000000.0,4143003000000.0,340552000000.0,2871670016,6.320015844048845,118.59022732506044
JPM,2024-09-30,42656000000.0,12898000000.0,,460795000000.0,4210048000000.0,345836000000.0,2845159936,4.533312815494391,121.55239346094884
JPM,2024-12-31,42791000000.0,14005000000.0,,454311000000.0,4002814000000.0,344758000000.0,2815340032,4.974532326758035,122.4569665054228
JPM,2025-03-31,45327000000.0,14643000000.0,,472204000000.0,4357856000000.0,351420000000.0,2796110080,5.236918283274456,125.68174712205894
JPM,2025-06-30,44882000000.0,14987000000.0,,485095000000.0,4552482000000.0,356924000000.0,2779089920,5.392772609531109,128.43197243506248
KO,2023-12-31,,,,,,,4323409920,,
KO,2024-03-31,,,,,,,4311190016,,
KO,2024-06-30,12363000000.0,2411000000.0,3715000000.0,43817000000.0,101202000000.0,25853000000.0,4307959808,0.5596616745408596,6.001216620449956
KO,2024-09-30,11854000000.0,2848000000.0,4073000000.0,46264000000.0,106266000000.0,26518000000.0,4309870080,0.6608087824308616,6.152853684164883
KO,2024-12-31,11544000000.0,2195000000.0,3513000000.0,44522000000.0,100549000000.0,24856000000.0,4307800064,0.5095408253376171,5.769998521454128
KO,2025-03-31,11129000000.0,3330000000.0,4711000000.0,49111000000.0,101716000000.0,26202000000.0,4303569920,0.7737762048490199,6.0884336695057115
KO,2025-06-30,12535000000.0,3810000000.0,5520000000.0,49446000000.0,104333000000.0,28585000000.0,4304269824,0.8851675558897304,6.641079943597886
LIN,2023-12-31,,,,,,,484889984,,
LIN,2024-03-31,,,,,,,481576000,,
LIN,2024-06-30,8267000000.0,1663000000.0,3191000000.0,21518000000.0,80215000000.0,38179000000.0,480716000,3.4594230273175848,79.42111350568734
LIN,2024-09-30,8356000000.0,1550000000.0,3091000000.0,22262000000.0,82546000000.0,39173000000.0,480156000,3.2281175284699137,81.58390189854964
LIN,2024-12-31,8282000000.0,1725000000.0,3460000000.0,22609000000.0,80147000000.0,38092000000.0,476158016,3.6227469496176665,79.99865322019487
LIN,2025-03-31,8112000000.0,1673000000.0,3150000000.0,23897000000.0,82704000000.0,38032000000.0,472912000,3.537656054403356,80.42088168623339
LIN,2025-06-30,8495000000.0,1766000000.0,3355000000.0,25920000000.0,86078000000.0,38515000000.0,470724000,3.751667643884739,81.82076970793926
LLY,2023-12-31,,,,,,,949307008,,
LLY,2024-03-31,,,,,,,950766016,,
LLY,2024-06-30,11302800000.0,2967000000.0,4115200000.0,28892000000.0,71874800000.0,13562000000.0,900404992,3.2951838632187416,15.062111072791565
LLY,2024-09-30,11439100000.0,970300000.0,2247900000.0,31119700000.0,75606900000.0,14240000000.0,900425984,1.0776010657640018,15.81473686125877
LLY,2024-12-31,13532800000.0,4409800000.0,5748200000.0,33644200000.0,78714900000.0,14192100000.0,899315968,4.903504615632489,15.780994116630652
LLY,2025-03-31,12728500000.0,2759300000.0,4162600000.0,38515900000.0,89388800000.0,15764800000.0,897988992,3.072754816130307,17.555671773758224
LLY,2025-06-30,15557700000.0,5660500000.0,7503900000.0,39903800000.0,100922600000.0,18272900000.0,897736000,6.305305791457623,20.3544249088819
LMT,2023-12-31,,,,,,,248099008,,
LMT,2024-03-31,,,,,,,240495008,,
LMT,2024-06-30,18122000000.0,1641000000.0,2568000000.0,19257000000.0,55076000000.0,6175000000.0,237938000,6.896754616748901,25.95213879245854
LMT,2024-09-30,17104000000.0,1623000000.0,2564000000.0,19321000000.0,55520000000.0,7200000000.0,238358000,6.80908549324965,30.206663925691608
LMT,2024-12-31,18622000000.0,527000000.0,1242000000.0,20270000000.0,55617000000.0,6333000000.0,237035008,2.2233002814504093,26.717572452420193
LMT,2025-03-31,17963000000.0,1712000000.0,2701000000.0,20304000000.0,56669000000.0,6683000000.0,234572992,7.298367921231103,28.490065898123515
LMT,2025-06-30,18155000000.0,342000000.0,1090000000.0,21638000000.0,58870000000.0,5334000000.0,234296000,1.4596920135213576,22.766073684569943
LOW,2024-01-31,,,,,,,575113024,,
LOW,2024-04-30,21364000000.0,1755000000.0,3160000000.0,40227000000.0,45365000000.0,-14606000000.0,572192000,3.067152284547844,-25.526396733963423
LOW,2024-07-31,23586000000.0,2383000000.0,3980000000.0,40239000000.0,44934000000.0,-13763000000.0,569835008,4.181912249238292,-24.152605239725812
LOW,2024-10-31,20170000000.0,1695000000.0,3080000000.0,39720000000.0,44743000000.0,-13419000000.0,567294016,2.9878686398835557,-23.65440075433477
LOW,2025-01-31,18554000000.0,1124000000.0,2376000000.0,39678000000.0,43102000000.0,-14231000000.0,569620992,1.97324188501817,-24.98327870613308
LOW,2025-04-30,20930000000.0,1641000000.0,3026000000.0,38955000000.0,45372000000.0,-13254000000.0,559705984,2.931896472273557,-23.680289971671986
MA,2023-12-31,,,,,,,938193984,,
MA,2024-03-31,,,,,,,932892032,,
MA,2024-06-30,6961000000.0,3258000000.0,4317000000.0,15605000000.0,42333000000.0,7421000000.0,949835008,3.430069404222254,7.812935865172912
MA,2024-09-30,7369000000.0,3263000000.0,4250000000.0,18358000000.0,47237000000.0,7440000000.0,923536000,3.533159508671021,8.055993485906342
MA,2024-12-31,7489000000.0,3342000000.0,4306000000.0,18226000000.0,48081000000.0,6485000000.0,917830976,3.6411932996255727,7.065571079614554
MA,2025-03-31,7250000000.0,3280000000.0,4488000000.0,18802000000.0,48470000000.0,6671000000.0,904889984,3.6247500337013343,7.372166913055366
MA,2025-06-30,8133000000.0,3701000000.0,5148000000.0,18970000000.0,51431000000.0,7853000000.0,908081984,4.075623198356505,8.647897588947211
MCD,2023-12-31,,,,,,,725342016,,
MCD,2024-03-31,,,,,,,722230976,,
MCD,2024-06-30,6490000000.0,2022000000.0,3430000000.0,51999000000.0,53801000000.0,-4824000000.0,720681984,2.8056757972182083,-6.693659765470147
MCD,2024-09-30,6874000000.0,2255000000.0,3756000000.0,53411000000.0,56172000000.0,-5177000000.0,717342976,3.143545103869533,-7.216910422497815
MCD,2024-12-31,6388000000.0,2016000000.0,3471000000.0,51948000000.0,55182000000.0,-3796000000.0,716620032,2.8132063157285563,-5.2970888762428565
MCD,2025-03-31,5955000000.0,1868000000.0,3226000000.0,52763000000.0,56329000000.0,-3454000000.0,716494976,2.6071362152858977,-4.820689768521141
MCD,2025-06-30,6843000000.0,2253000000.0,3795000000.0,55867000000.0,59555000000.0,-2760000000.0,715033024,3.150903418972716,-3.859961578501862
MDLZ,2023-12-31,,,,,,,1360899968,,
MDLZ,2024-03-31,,,,,,,1346480000,,
MDLZ,2024-06-30,8343000000.0,601000000.0,1297000000.0,20245000000.0,73096000000.0,27689000000.0,1341360000,0.4480527226098885,20.64248225681398
MDLZ,2024-09-30,9204000000.0,853000000.0,1596000000.0,20425000000.0,72191000000.0,27854000000.0,1335800064,0.6385686174065043,20.851922941665617
MDLZ,2024-12-31,9604000000.0,1745000000.0,2055000000.0,18372000000.0,68497000000.0,26932000000.0,1337190016,1.304975343160205,20.140742660166556
MDLZ,2025-03-31,9313000000.0,402000000.0,1006000000.0,20155000000.0,68927000000.0,25785000000.0,1293529984,0.3107774887110773,19.93382474232619
MDLZ,2025-06-30,8984000000.0,641000000.0,1345000000.0,21505000000.0,71020000000.0,26193000000.0,1294819968,0.4950495171850794,20.22906708834444
MDT,2024-01-31,,,,,,,1329650048,,
MDT,2024-04-30,8589000000.0,654000000.0,1711000000.0,25024000000.0,89981000000.0,50214000000.0,1327820032,0.492536627132313,37.816871857525946
MDT,2024-07-31,7915000000.0,1042000000.0,2097000000.0,27865000000.0,89749000000.0,47947000000.0,1282269952,0.8126213972141804,37.39228227661066
MDT,2024-10-31,8403000000.0,1270000000.0,2443000000.0,28326000000.0,90042000000.0,48494000000.0,1282599936,0.9901762539928896,37.80913957569385
MDT,2025-01-31,8292000000.0,1294000000.0,2403000000.0,26607000000.0,89973000000.0,49387000000.0,1282290048,1.0091320618281832,38.51468712326776
MDT,2025-04-30,8927000000.0,1056000000.0,2275000000.0,28516000000.0,91680000000.0,48024000000.0,1282540032,0.8233661122867781,37.44444524286007
MET,2023-12-31,,,,,,,740190016,,
MET,2024-03-31,,,,,,,723020032,,
MET,2024-06-30,17482000000.0,946000000.0,,18362000000.0,675745000000.0,27252000000.0,711123008,1.3302902442442135,38.32248386484494
MET,2024-09-30,18258000000.0,1342000000.0,,18845000000.0,704976000000.0,30885000000.0,700324992,1.9162531900617936,44.10095363268144
MET,2024-12-31,18376000000.0,1271000000.0,,18715000000.0,677457000000.0,27445000000.0,692419968,1.8355912000504295,39.6363497131267
MET,2025-03-31,18284000000.0,945000000.0,,19229000000.0,688316000000.0,27493000000.0,681228032,1.387200695816346,40.35799865616804
MET,2025-06-30,17160000000.0,729000000.0,,19906000000.0,702470000000.0,27685000000.0,671297984,1.0859558904916955,41.240999764420565
META,2023-12-31,,,,,,,2569860096,,
META,2024-03-31,,,,,,,2549410048,,
META,2024-06-30,39071000000.0,13465000000.0,18871000000.0,37991000000.0,230238000000.0,156763000000.0,2536529920,5.308433341878341,61.80214897681948
META,2024-09-30,40589000000.0,15688000000.0,22057000000.0,49047000000.0,256408000000.0,164529000000.0,2507369984,6.256755125931985,65.61815808990717
META,2024-12-31,48385000000.0,20838000000.0,28263000000.0,49060000000.0,276054000000.0,182637000000.0,2524489984,8.254340532966836,72.34609808616298
META,2025-03-31,42314000000.0,16644000000.0,22522000000.0,49519000000.0,280213000000.0,185029000000.0,2533659904,6.569153173921799,73.02834911184671
META,2025-06-30,47516000000.0,18337000000.0,25117000000.0,49560000000.0,294744000000.0,195070000000.0,2514330112,7.292996218946766,77.58328911108391
MMM,2023-12-31,,,,,,,552316992,,
MMM,2024-03-31,,,,,,,553361024,,
MMM,2024-06-30,6255000000.0,1145000000.0,2033000000.0,13695000000.0,43377000000.0,3916000000.0,553361024,2.069173560008448,7.076754289076926
MMM,2024-09-30,6294000000.0,1372000000.0,2307000000.0,13800000000.0,40875000000.0,4642000000.0,551764992,2.486565874770105,8.413002034025384
MMM,2024-12-31,6010000000.0,728000000.0,1333000000.0,13659000000.0,39868000000.0,3842000000.0,544558976,1.3368616294739029,7.05525052258068
MMM,2025-03-31,5954000000.0,1116000000.0,1930000000.0,14067000000.0,39951000000.0,4464000000.0,558406976,1.998542367780162,7.994169471120648
MMM,2025-06-30,6344000000.0,723000000.0,1450000000.0,13726000000.0,37989000000.0,4290000000.0,538180992,1.3434142244845393,7.971296020800378
MO,2023-12-31,,,,,,,1775689984,,
MO,2024-03-31,,,,,,,1765080064,,
MO,2024-06-30,5277000000.0,3803000000.0,5451000000.0,25023000000.0,34387000000.0,-3016000000.0,1717629952,2.2140973936625903,-1.7559078988394352
MO,2024-09-30,5344000000.0,2293000000.0,3367000000.0,25155000000.0,34167000000.0,-3468000000.0,1706560000,1.3436386649165573,-2.032158259891243
MO,2024-12-31,5106000000.0,3039000000.0,3192000000.0,24926000000.0,35177000000.0,-2238000000.0,1694809984,1.7931213697641282,-1.3205020156407103
MO,2025-03-31,4519000000.0,1077000000.0,2016000000.0,26059000000.0,35760000000.0,-3510000000.0,1690659968,0.6370293378828025,-2.0761123268046764
MO,2025-06-30,5290000000.0,2378000000.0,3464000000.0,24720000000.0,32332000000.0,-3256000000.0,1687900032,1.4088512085530904,-1.9290241947219775
MRK,2023-12-31,,,,,,,2534020096,,
MRK,2024-03-31,,,,,,,2532640000,,
MRK,2024-06-30,16112000000.0,5455000000.0,7448000000.0,37788000000.0,112630000000.0,43582000000.0,2565580032,2.1262248427103443,16.987191768103067
MRK,2024-09-30,16657000000.0,3157000000.0,5606000000.0,38131000000.0,117532000000.0,44502000000.0,2537710080,1.2440349371981847,17.53628215875629
MRK,2024-12-31,15624000000.0,3743000000.0,5695000000.0,37111000000.0,117106000000.0,46313000000.0,2529639936,1.4796572218568895,18.30813917068077
MRK,2025-03-31,15529000000.0,5079000000.0,7315000000.0,34844000000.0,115122000000.0,48335000000.0,2526040064,2.0106569457799384,19.134692552524772
MRK,2025-06-30,15806000000.0,4427000000.0,6423000000.0,35402000000.0,117523000000.0,48993000000.0,2511030016,1.7630215376923637,19.511116827685104
MS,2023-12-31,,,,,,,1641309952,,
MS,2024-03-31,,,,,,,1635270016,,
MS,2024-06-30,14024000000.0,3076000000.0,,292337000000.0,1212447000000.0,100714000000.0,1625159936,1.8927367896915717,61.97174676105232
MS,2024-09-30,14339000000.0,3188000000.0,,316323000000.0,1258027000000.0,103647000000.0,1625479936,1.961266903020081,63.763936856123706
MS,2024-12-31,15043000000.0,3714000000.0,,310421000000.0,1215071000000.0,104511000000.0,1611040000,2.305343132386533,64.87175985698678
MS,2025-03-31,16517000000.0,4315000000.0,,327657000000.0,1300296000000.0,106812000000.0,1612860032,2.675371646880763,66.22521352181415
MS,2025-06-30,15604000000.0,3539000000.0,,352338000000.0,1353870000000.0,108184000000.0,1604320000,2.205919018649646,67.43293108606761
MSFT,2024-03-31,,,,,,,7443680256,,
MSFT,2024-06-30,64727000000.0,22036000000.0,34331000000.0,67127000000.0,512163000000.0,268477000000.0,7432309760,2.9648925719694437,36.122956210049026
MSFT,2024-09-30,65585000000.0,24667000000.0,38234000000.0,61478000000.0,523013000000.0,287723000000.0,7433039872,3.3185615071055548,38.708658227953606
